Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Dezarch Consulting,https://www.crunchbase.com/organization/dezarch-consulting,"Dezarch Consulting offers Corporate Training, Online IT Training, Consulting and Outsourcing, IT Staffing, Employment Empowerment, Software Development, Contractual Hiring, offshore solutions, and staffing solutions. They create value through a portfolio of IT services delivered by our team of highly experienced consultants.","Cloud Management, Consulting, Enterprise Software, Software, Training",https://dezarch.com,"New Delhi, Delhi, India",Dezarch Consulting is a software company.,"1,772,979",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-01-01,year,1,1-10,Devender Gupta,,,,,
ExperGo,https://www.crunchbase.com/organization/expergo-56a5,"ExperGo Technologies Pvt. Ltd. is a cloud, application, and data services company. Their services are cloud affinity assessment & cloud-enabled enterprise architecture, application & data migration, hybrid cloud and multi-cloud services, backup and disaster recovery, monitoring and management automation, ITOps, and AIOps.","Cloud Data Services, Cloud Management, Data Center Automation, Data Integration",https://www.expergotech.com,"Gurgaon, Haryana, India",ExperGo Technologies provides cloud and cloud technologies.,"1,806,271",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
RAO Infosystems,https://www.crunchbase.com/organization/rao-infosystems,"RAO Infosystems provides preventive observation-based learning helps in moving from static model-based failure analysis to more dynamic based observations. With a continuously changing stream of data, they need a preventive based observation tool that automates summarization and pin-point and prevent blindsiding failures.","Business Development, Cloud Management, Software",http://www.raoinfosystems.com,"Mysore, Karnataka, India","RAO Infosystems simplify, optimize, and automate the detection of issues, delays in troubleshooting efforts.","1,843,230",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,11-50,,,,,,
Creed Hosting,https://www.crunchbase.com/organization/creed-hosting,,"Cloud Management, Data Integration, Database, Web Hosting",https://www.creedhosting.com/,"Ahmedabad, Gujarat, India","Creed Hosting is a cloud platform that offers domain registration, database, web design, data integration, and web hosting services.","1,876,155",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
Invizo Technologies,https://www.crunchbase.com/organization/invizo-technologies,,"Apps, Cloud Management, CRM, Information Technology, Web Development",https://invizotechnologies.com/,"Hyderabad, Andhra Pradesh, India","Invizo Technologies is an IT firm that offers web development, cloud management, app development, and CRM services.","1,890,493",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-01,year,,1-10,,,,,,
Taxmann Technologies,https://www.crunchbase.com/organization/taxmann-technologies-pvt-ltd,"Taxmann Technologies is a software development service. Technologies deliver a range of software development solutions like e-book solutions, DRM Solutions, Professional website Design, Mobile App Development, Product engineering, Desktop based/cloud-based application software, CMS software payment Gateway solutions, etc. Offers that design, develop, enhance, customize, implement, maintain & support various aspects of information technology.","Apps, Cloud Management, Software, Web Design",https://www.taxmanntechnologies.com,"New Delhi, Delhi, India",Taxmann Technologies is a software development service.,"1,905,274",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2000-01-01,year,,11-50,,,,,,
Inteliwaves Technologies,https://www.crunchbase.com/organization/inteliwaves-technologies,,"Cloud Computing, Cloud Management, Information Technology",https://inteliwaves.com,"Mumbai, Maharashtra, India","Inteliwaves Technologies is an IT firm that provides SAP, cloud computing, cloud optimization, and migration readiness assessments services.","1,927,997",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-01,year,,51-100,,,,,,
Agilator,https://www.crunchbase.com/organization/agilator,,"Cloud Management, Consulting, Information Technology, Infrastructure, Staffing Agency",http://agilator.co.in,"Gurgaon, Haryana, India","Agilator is an IT company that provides staffing, cloud management, consulting, payroll, and infrastructure services.","1,937,898",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
Dynofy,https://www.crunchbase.com/organization/dynofy,Cloud Monitoring System. GitHub is where Dynofy builds software.This organization has no public repositories.,Cloud Management,https://github.com/Dynofy,"New Delhi, Delhi, India",Dynofy is a Cloud Monitoring System.,"1,960,019",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,1,,Abhishek Gahlot,,,,,
Divya Business Systems,https://www.crunchbase.com/organization/divya-business-systems,,"Cloud Management, Digital Signage, Printing",https://www.divyabusiness.com,"Thiruvananthapuram, Kerala, India","Divya Business Systems offers printing, signage, digital automation, cloud data management, cybersecurity, and networking services.","2,052,163",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1994-11-02,day,,,,,,,,
OptIQ,https://www.crunchbase.com/organization/optiq,"OptIQ is an artificial intelligence-driven platform that enables developers to manage cloud infrastructure, deployment, monitoring, logging, and cloud security compliance in a single platform without having core DevOps expertise.","Artificial Intelligence, Cloud Management, Software",https://optiq.ai/,"Bengaluru, Karnataka, India",OptIQ is a A.I based cloud compliance software.,,,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,1-10,,,,,,
