Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Tekpyme,https://www.crunchbase.com/organization/tekpyme,"Tekpyme provides communications systems, virtualization, cloud computing, security, and support services for business sectors. They offer virtualization, consolidated storage, cloud computing, and mobility solutions.","Cloud Computing, Communications Infrastructure, IT Infrastructure, Security",https://www.tekpyme.com,"Córdoba, Andalucia, Spain",Tekpyme provides IT security and communication services.,"1,783,927",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
El teu amic informàtic,https://www.crunchbase.com/organization/el-teu-amic-informàtic,,"Cloud Computing, Internet, Telecommunications",https://elteuamicinformatic.com/,"Girona, Catalonia, Spain","El teu amic informàtic offers cloud computing, internet and telecommunications services.","1,788,099",,,,,,,,,,,,,European Union (EU),Active,2012-08-29,day,,1-10,,,,,,
Smartcloud,https://www.crunchbase.com/organization/smartcloud-808b,,"Cloud Computing, Cloud Management, Hardware",http://smartcloud.no/,"Bergen, Hordaland, Norway","Smartcloud offers cloud computing, cloud management, PC and office hardware supply services.","1,792,527",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,2011-12-01,day,1,1-10,Mads Brandt-Olsen Brandt-Olsen,,,,,
Nodilex,https://www.crunchbase.com/organization/nodilex,,"Cloud Computing, Cloud Infrastructure, Information Technology, Internet",https://www.nodilex.com,"Strasbourg, Alsace, France",Nodiles is an IAAS Cloud Computing platform,"1,800,803",,,,,,,,,,,,,European Union (EU),Active,2013-11-01,day,1,1-10,Thomas Schneider,,,,,
Voipwerk,https://www.crunchbase.com/organization/voipwerk,"VoIPwerk offers IT services for client workstations, telephony, and other communication solutions, servers, and data centers. They offer software, hardware,  consultations, conception, cloud computing, management, software sales, implementation, IT operations, training, documentation, maintenance, and support services.","Cloud Computing, Consulting, Hardware, Information Technology, Software, Training",https://www.voipwerk.de,"Berlin, Berlin, Germany",Voipwerk provides information technology and software services.,"1,803,999",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Xtree,https://www.crunchbase.com/organization/xtree-1129,"Xtree provides computer maintenance and technical advisory services. Their services include computer outsourcing, security services, cloud solutions, and VoiceIP solutions. They offer urgent computer technical assistance, maintenance plans, data recovery, online backup plan, computer security, network installations, IP telephony, web programming, sale of material, consumables, and computer software.","Cloud Computing, Consulting, Information Technology, Outsourcing",https://xtree.es,"Barcelona, Catalonia, Spain",Xtree is a technology consultancy that provides maintenance services and IT support to SMEs.,"1,809,178",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
HAPPY CODING,https://www.crunchbase.com/organization/happy-coding,"software company specialised in iOS, Android and web development.","Cloud Computing, Mobile Apps, Software, Web Development",https://happy-coding.com,"Leipzig, Sachsen, Germany","Software Development. Mobile, Web, Cloud. With passion.","1,819,765",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,1,1-10,Daniel Brügge,,,,,
Riberinfo Computer Services,https://www.crunchbase.com/organization/riberinfo-computer-services,"Riberinfo Computer Services offers cloud solutions, computer technical service, custom programming, networks and telecommunications, internet providers, sale and maintenance of equipment, and corporate and brand design. They provide internet connection through fiber optics through WiMAX. They create corporate identities with a modern visual touch, logos, web pages, or illustrations that improve and provide when identifying a brand.","Cloud Computing, Professional Networking, Telecommunications, Web Design, Web Development",https://riberinfo.es,"Aranda De Duero, Castilla y Leon, Spain","Riberinfo Computer Services provides computer systems, networks, telecommunications, programming, and design for companies.","1,824,463",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
bitrzr,https://www.crunchbase.com/organization/bitrzr,"bitrzr specializes in cloud+mobile solutions for businesses and professionals worldwide. Their main product, Cube Anywhere, is a project tracking solution that combines a cloud-based service with mobile apps (currently iPhone, iPad, and Android), with the goal of making critical business data available anywhere, anytime. Cube Anywhere is present in a number of marketplaces, including Apple's App Store, the Android Market, the Chrome Web Store and the Google Apps Marketplace. The company was bootstrapped in 2010 by the founders, Sérgio Silva and Pedro Morais","Android, Cloud Computing, iOS, Mobile",http://www.bitrzr.com,"Funchal, Madeira, Portugal",bitrzr offers a cloud-based service that enables professionals to access business data through their mobile applications.,"1,825,263",,,,,,,,,,,,,European Union (EU),Active,2010-02-02,day,1,1-10,Pedro Morais,,,,,
Nativly,https://www.crunchbase.com/organization/nativly,"Nativly helps app developers put the user experience at the forefront of everything they do. By providing an tools to integrate a direct messaging service within the app experience, as well as a cloud based CRM to analyse and manage these interactions.","Cloud Computing, Enterprise Software, Messaging, SaaS",http://nativly.co,"Nottingham, Nottingham, United Kingdom",Nativly helps app developers put the user experience at the forefront of everything they do.,"1,828,306",,,,,,,,,,,,,,Closed,2013-03-01,day,1,1-10,Jason Jarrett,,,,,
Lighthouse Solutions,https://www.crunchbase.com/organization/lighthouse-solutions,,"Application Performance Management, Business Intelligence, Cloud Computing, Software",http://thelighthousesolutions.com,"London, England, United Kingdom","Lighthouse Solutions helps organizations in business planning, strategic modeling, performance management, and cloud computing.","1,833,913",,,,,,,,,,,,,,Active,2011-01-01,day,,11-50,,,,,,
IFN Software,https://www.crunchbase.com/organization/ifn-software,,"Cloud Computing, Small and Medium Businesses, Software",https://ifnsoftware.com,"San Fernando De Henares, Madrid, Spain","IFN Software offers computer system maintenance, hardware support, and cloud computing services.","1,838,903",,,,,,,,,,,,,European Union (EU),Active,2013-08-09,day,,1-10,,,,,,
Alto Intelligence,https://www.crunchbase.com/organization/alto-intelligence,Alto Intelligence is a Cloud Business Intelligence consultancies.,"Cloud Computing, Information Services, Information Technology",http://www.altointelligence.co.uk/,"Chesterfield, Derbyshire, United Kingdom",Alto Intelligence is a Cloud Business Intelligence consultancies.,"1,839,595",,,,,,,,,,,,,,Closed,2013-01-01,year,,1-10,,,,,,
Cloud306,https://www.crunchbase.com/organization/cloud306,"Cloud306 is a software based cloud hosting platform that turns existing infrastructure into a full-blown Private Cloud, including both storage and computing, and makes it easy to set up your hardware and turn your servers into a full-blown cloud.","Cloud Computing, Cloud Management, Software",http://cloud306.com,"Prague, Hlavni mesto Praha, Czech Republic",Cloud306 is the ultimate cloud management tool.,"1,843,587",,,,,,,,,,,,,European Union (EU),Closed,2013-06-30,day,,1-10,,,,,,
Superluminal Software,https://www.crunchbase.com/organization/superluminal-software,,"Business Intelligence, Cloud Computing, E-Commerce, Information Technology, Software",https://superluminalsoftware.co.uk/,"Oxford, Oxfordshire, United Kingdom","Superluminal Software offers business intelligence, cloud e-commerce development, CRM, web application management, and AI services.","1,845,099",,,,,,,,,,,,,,Active,2012-01-01,year,,1-10,,,,,,
CIS-Connect,https://www.crunchbase.com/organization/cis-connect,,"Android, Cloud Computing, Education, Intelligent Systems, iOS, Project Management, Software",https://www.cis-connect.com/,"Market Harborough, Leicestershire, United Kingdom",CIS-Connect a software that offers a computing-based cloud solution developed and funded by experts in higher education.,"1,848,846",,,,,,,,,,,,,,Active,2012-01-01,day,,1-10,,,,,,
Octivi,https://www.crunchbase.com/organization/octivi,"Octivi aims to develop high quality web applications. We provide end-to-end solutions which fit great for Startups - technology consultancy, web development, maintenance and also our cloud infrastructure to host your project. We help you to focus on your business development, not on an IT issues - that are our things to handle. In building web applications, we use modern technologies like Symfony2, Redis, Elasticsearch and RabbitMQ which ensure high stability, reliability and performance. We also specialize in developing Private Clouds using OpenStack, Citrix XenApp and Ceph solutions. Check out our website for full offer and our great track record including bunch of case studies and testimonials.","Cloud Computing, Security, Software, Web Development",http://octivi.com,"Wroclaw, Dolnoslaskie, Poland",Octivi aims to develop high quality web applications.,"1,848,171",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Pilvipaja,https://www.crunchbase.com/organization/pilvipaja,Pilivipaja to provide cloud storage services to end customers.,Cloud Computing,http://pilvipaja.fi,"Helsinki, Southern Finland, Finland",cloud services,"1,850,448",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Closed,2012-09-21,day,1,1-10,Konsta Karsisto,,,,,
Hemera,https://www.crunchbase.com/organization/hemera-65bb,"Hemera also offers cloud services that include software as a service (SaaS), infrastructure as a service (IaaS), and platform as a service  (PaaS).  The firm also offers enterprise cloud backup services and data recovery, backup for office 365, exchange online, onedrive and sharepoint, and cisco meraki enterprise mobile management.","Cloud Computing, Consulting, Information Technology, SaaS",https://www.hemeraconsulting.be ,"Geetbets, Vlaams-Brabant, Belgium","Hemera provides IT consulting, system administration, and education.","1,852,545",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
Codernity,https://www.crunchbase.com/organization/codernity,,"Cloud Computing, Internet of Things, Software Engineering",http://codernity.com,"Wroclaw, Dolnoslaskie, Poland",Codernity specializes in designing and implementing server and internet applications.,"1,866,852",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,day,,1-10,,,,,,
TimefyMe,https://www.crunchbase.com/organization/timefyme,,"Cloud Computing, Employee Benefits, Online Portals, Software",http://timefyme.com,"Berlin, Berlin, Germany",TimefyMe is an attendance management platform that focuses on easy time tracking for individuals and groups of the company with cloud tools.,"1,869,638",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,day,,1-10,,,,,,
PIXEL SOLUTIONS,https://www.crunchbase.com/organization/pixel-solutions-7784,,"Cloud Computing, Communications Infrastructure, Information Technology, Outsourcing, Web Hosting",https://www.pixelsolutions.fr,"Marseille, Provence-Alpes-Cote d'Azur, France","PIXEL SOLUTIONS offers cloud computing, web hosting, communication, and security solutions services.","1,872,514",,,,,,,,,,,,,European Union (EU),Active,2013-11-24,day,,101-250,,,,,,
ARYAA ASSOCIATES LTD,https://www.crunchbase.com/organization/aryaa-associates-ltd,,"Cloud Computing, Consulting, Information Technology, Machine Learning, Software",http://www.aryaaltd.com,"London, England, United Kingdom",ARYAA ASSOCIATES LTD is a cloud computing & machine learning consulting company providing product & delivery management and other services.,"1,885,936",,,,,,,,,,,,,,Active,2011-01-01,day,,1-10,,,,,,
ICT Tielen,https://www.crunchbase.com/organization/ict-tielen,,"Cloud Computing, Information and Communications Technology (ICT), IT Infrastructure, Virtualization",http://www.icttielen.nl,"Veldhoven, Noord-Brabant, The Netherlands",ICT Tielen is a firm that primarily focuses on offering infrastructure solutions in the ICT sector.,"1,891,722",,,,,,,,,,,,,European Union (EU),Active,2011-04-01,day,,1-10,,,,,,
Webalto,https://www.crunchbase.com/organization/webalto,,"Cloud Computing, Information Technology, Mobile Apps, SaaS, Software",https://www.webalto.com/,"Paris, Ile-de-France, France",Webalto is a custom application and SaaS application development company.,"1,892,285",,,,,,,,,,,,,European Union (EU),Active,2010-05-31,day,,1-10,,,,,,
Gystic,https://www.crunchbase.com/organization/gystic,,"Cloud Computing, Consulting, Information Technology, Technical Support, Telecommunications",https://gystic.es,"Gijón, Asturias, Spain","Gystic is a technical support, maintenance, cloud service, and IT consulting services company.","1,897,311",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,11-50,,,,,,
BlockWare,https://www.crunchbase.com/organization/blockware-3955,,"Cloud Computing, Mobile Apps, Software",http://blockware.fi,"Jyväskylä, Western Finland, Finland","BlockWare develops software for the cash register, designs systems, cloud computing, and build mobile apps for various businesses.","1,895,967",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2011-01-01,day,,1-10,,,,,,
Mc John,https://www.crunchbase.com/organization/mc-john,,"Cloud Computing, Computer, Information Technology",https://shop.mcjohn.it,"Casalnuovo Di Napoli, Campania, Italy","Mc John provides mobile repair, cloud, IT management solutions and products with consultation for any platform and mobile devices online.","1,901,596",,,,,,,,,,,,,European Union (EU),Active,2010-02-24,day,,1-10,,,,,,
IT Brain,https://www.crunchbase.com/organization/it-brain-f33d,,"Cloud Computing, IT Infrastructure, Network Security, Virtualization",https://it-brain.it/,"Carmignano Di Brenta, Veneto, Italy","IT Brain offers IT consulting, cloud backup, networking infrastructure, virtualization, and information security services.","1,906,643",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,1-10,,,,,,
Nebulait,https://www.crunchbase.com/organization/nebulait,,"Cloud Computing, Cyber Security, IT Management",https://nebulait.co.uk,"Bristol, Bristol, City of, United Kingdom","Nebulait is an IT firm that offers cyber security, cloud computing, broadband, ethernet, mobile, and unified communication services.","1,905,926",,,,,,,,,,,,,,Active,2012-01-01,year,,1-10,,,,,,
Sarbeluc Atic,https://www.crunchbase.com/organization/sarbeluc-atic,,"Cloud Computing, Information and Communications Technology (ICT), Information Technology",https://sarbeluc.com,"Sabadell, Catalonia, Spain","Sarbeluc Atic provides computer maintenance, cloud computing, ICT department outsourcing, technology consultation, and in-house IT services.","1,911,183",,,,,,,,,,,,,European Union (EU),Active,2012-07-17,day,,1-10,,,,,,
Milk Media,https://www.crunchbase.com/organization/milk-media,"Milk Media offers a wide array of design-related services, ranging from website design, printing, and event management. The team has over half a decade of experience and is dedicated to providing quality services to our growing portfolio of clients.","Cloud Computing, Photography, Web Design, Web Development",https://milk.media,"Cambridge, Cambridgeshire, United Kingdom",Milk Media is a web design and engineering agency based in the cloudy Midlands of England.,"1,911,365",,,,,,,,,,,,,,Active,2010-01-01,year,,1-10,,,,,,
SoConnect,https://www.crunchbase.com/organization/soconnect-2914,"SoConnect is a productive workforce. Give your team a modern, managed IT infrastructure they don’t have to think about—and let them focus all their energy and creativity on business.  For inquiries, telephone and contact numbers are used.","Cloud Computing, Cyber Security, IT Management",https://soconnect.co.uk,"Saint Boswells, Scottish Borders, The, United Kingdom","SoConnect specializes in IT management and customer support, cyber security, cloud infrastructure, backup, and recovery services.","1,916,074",,,,,,,,,,,,,,Active,2011-01-01,year,,11-50,,,,,,
Cavere,https://www.crunchbase.com/organization/cavere-0a23,"Cavere works along with customers and is a virtual employee of customers. The firm offers services from small independent businesses to multinational companies, government agencies, and soft sectors. The firm offers cloud solutions.","Cloud Computing, Information Technology, Software",https://www.cavere.be ,"Wuustwezel, Antwerpen, Belgium",Cavere is an IT service company that focuses on customer-centric solutions.,"1,917,510",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Invoices-online,https://www.crunchbase.com/organization/invoices-online,"Invoices-online helps to manage the CRM software in the cloud. It is designed for freelancers and small companies, it is the ideal solution to manage the budgets, invoices, companies, stock in a simple way. It supports in reducing costs and speeding up administrative processes from any location with the simple fact of having an internet connection and a web browser.","Cloud Computing, CRM, Small and Medium Businesses, Software",https://www.facturas-online.es,"Madrid, Madrid, Spain",Invoices-online is a computer software that facilitates the billing process for small and medium-sized companies.,"1,924,841",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,1-10,,,,,,
SolvIT,https://www.crunchbase.com/organization/solvit-eeb1,,"Cloud Computing, Information Technology, Web Hosting",https://www.solvit.no/,"Oslo, Oslo, Norway","SolvIT deals with IT services that cover consulting, cloud services, antivirus, email, web hosting and the domain registrar.","1,928,678",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,2013-01-01,day,,1-10,,,,,,
iNetDream,https://www.crunchbase.com/organization/inetdream,"iNetDream offers web design, online marketing, hosting and everything  needed for the business to be in the cloud. They also provide customized solutions, for the businesses like  CRM, ERP, Custom applications, CMS, portals and intranets.","Cloud Computing, Marketing, Software",https://www.inetdream.es,"Puerto De Sagunto, Comunidad Valenciana, Spain",iNetDream is a web design service provider that offers creativity and innovative solution to the clients.,"1,928,914",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
Brunbit Consulting,https://www.crunchbase.com/organization/brunbit-consulting,"Brunbit Consulting provides advice and computer technical services for companies. They take care of the company's systems, website, intranet, and communications. Their costs can be prorated with their renting solutions. They focus on cloud computing and system security. Their services include network, cloud, voice, IT consulting, and more.","Cloud Computing, Consulting, Information Technology, Network Security",https://www.brunbit.com,"Barcelona, Catalonia, Spain",Brunbit Consulting provides IT technical service for companies.,"1,930,734",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
CanalCloud,https://www.crunchbase.com/organization/canalcloud,,"Cloud Computing, Internet",https://www.canalcloud.com,"Garches, Ile-de-France, France","CanalCloud is designing, developing & integrating Cloud Computing solutions to enable the business to transform & switch to the digital age.","1,930,979",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,,,,,,,
Ecsec,https://www.crunchbase.com/organization/ecsec,,"Cloud Computing, Digital Signage, Software",http://www.ecsec.de,"Michelau, Bayern, Germany","Ecsec specializes in cloud computing, IT solutions, smart card technologies, open sources, electronic signatures, and software.","1,935,908",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,day,,11-50,,,,,,
NuvolaBase,https://www.crunchbase.com/organization/nuvolabase,Database as a Service on Internet. NuvolaBase provides HTTP/REST access. It's powered by OrientDB GraphDB.,"Analytics, Cloud Computing, Internet",http://www.nuvolabase.com,"London, England, United Kingdom",OrientDB is a multi model database running a true graph engine.,"1,948,720",,,,,,,,,,,,,,Closed,2011-10-18,day,,11-50,,,,,,
Sarrisco,https://www.crunchbase.com/organization/sarrisco,,Cloud Computing,http://www.sarrisco.com/,"Weston-super-mare, North Somerset, United Kingdom",Sarrisco is a digital cloud technology company.,"1,960,872",,,,,,,,,,,,,,Active,2014-01-01,day,,1-10,,,,,,
Dunamass IT,https://www.crunchbase.com/organization/dunamass-it,"Dunamass IT is an ICT services company. They provide services in digital transformation, outsourcing, security, and cloud computing. They manage Windows or Linux servers, both physical and virtual. They manage backups, access permissions, and the active directory. They design cybersecurity strategies.","Cloud Computing, Cyber Security, Information Technology, Linux, Windows",https://dunamass-it.com,"Barcelona, Catalonia, Spain","Dunamass IT provides digital transformation, security and outsourcing for SMEs.","1,967,177",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
Sono Yazılım,https://www.crunchbase.com/organization/sono-yazılım,"Sono Yazılım offers systems designed to integrate very quickly with their other corporate management systems and your existing systems. They prioritize your data security and document your working methods, software, and service quality. Sono Yazılıms pecialized in cloud-based e-commerce solutions making technology accessible and affordable whenever and wherever you need it.","Cloud Computing, E-Commerce, Information Technology, Mobile Apps, Software",https://www.sono.com.tr/,"Etimesgut, Ankara, Turkey",Sono Yazılım is a cloud based e-commerce solutions company.,"1,969,185",,,,,,,,,,,,,,Active,2013-01-01,year,,11-50,,,,,,
H2OSOFT,https://www.crunchbase.com/organization/h2osoft,"H2OSOFT is a italian StartUp that develops internet software with cloud computing technology, also offers innovative services about:  - Mobile App  - IT Security  - IT Strategy  H2OCloud is the H2OSOFT's internet software, with it you can organize all productivity of your company.","Cloud Computing, Information Technology, Internet, Mobile, Security, Software",http://www.h2osoft.it/,"Pavia, Lombardia, Italy","H2OSOFT is a italian StartUp that develops internet software with cloud computing technology, also offers innovative services about: -","1,969,471",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
LogicalTIC,https://www.crunchbase.com/organization/logicaltic,"LogicalTIC provides services that include IT audit, remote support, internal reinforcement, maintenance, consultancy, cloud computing, network security, and business centers.","Cloud Computing, Information Technology, Network Security",https://www.logicaltic.com ,"Plancenoit, Brabant Wallon, Belgium",LogicalTIC provides IT services and cloud solutions.,"1,971,014",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,11-50,,,,,,
Jamin Consulting,https://www.crunchbase.com/organization/jamin-consulting,"Jamin Consulting is a solutions provider of cloud-native computing. They provide services for multi-national organizations and SME enterprises. They provide private, public, or hybrid cloud solutions for their customers.","Cloud Computing, Consulting, Private Cloud",https://www.jaminconsulting.co.uk,"London, England, United Kingdom",Jamin Consulting provides cloud-native technologies and consulting services.,"1,974,644",,,,,,,,,,,,,,Active,2010-01-01,year,,1-10,,,,,,
DEUTSCHES MITTELSTANDS RECHEN ZENTRUM,https://www.crunchbase.com/organization/deutsches-mittelstands-rechen-zentrum,,"Cloud Computing, Information Technology, Manufacturing, Small and Medium Businesses, Software",https://dmrz.com/,"Osnabrück, Niedersachsen, Germany",DEUTSCHES MITTELSTANDS RECHEN ZENTRUM is a manufacturer and provider of cloud solutions for medium-sized companies.,"1,976,059",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,day,,1-10,,,,,,
Nubo Consulting Ltd,https://www.crunchbase.com/organization/nubo-consulting-ltd,"Nubo Consulting [""Nubo""] are a leading independent IT consultancy specialising in the SME sector. We assist clients in all aspects of their IT Strategy - notably with the journey to the Cloud. Where does our name originate? 'Nubo' is the Esperanto term for 'cloud'.","Cloud Computing, Consulting",https://www.nubo-consulting.com,"London, England, United Kingdom",Nubo Consulting [Nubo] are a leading independent IT consultancy specialising in the SME sector.,"1,975,893",,,,,,,,,,,,,,Closed,2013-09-17,day,2,1-10,"Adrian White, David Richards",,,,,
Webofmars,https://www.crunchbase.com/organization/webofmars,,"Cloud Computing, Consulting, Internet, IT Infrastructure, Outsourcing, Web Hosting",https://www.webofmars.com/,"Marseille, Provence-Alpes-Cote d'Azur, France","Webofmars offers IT architecture, web hosting, outsourcing, consulting and cloud computing services for LAMP-type web-based applications.","1,979,071",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,1-10,,,,,,
Pngbx,https://www.crunchbase.com/organization/pngbx,Pngbx /piNGboks/ helps movie lovers organize and access their movie library in seamless way.,"Cloud Computing, Software",http://www.pngbx.com,"Berlin, Berlin, Germany",Pngbx /piNGboks/ helps movie lovers organize and access their movie library in seamless way.,"1,981,587",,,,,,,,,,,,,European Union (EU),Active,2012-05-01,day,,1-10,,,,,,
PCTELECOMUNICATIONS TARRAGONA,https://www.crunchbase.com/organization/pctelecomunications-tarragona,"PCTelecommunications Tarragona provides technical services, sale of hardware and software, hosting y clouding, telecommunications, and security, insurance, and financing. The company provides services to small and medium industries.","Cloud Computing, Information Technology, Security",https://www.pctelecomunicacions.com ,"Tarragona, Catalonia, Spain",PCTelecommunications Tarragona provides IT maintenance services.,"1,985,160",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
BarBuddy,https://www.crunchbase.com/organization/barbuddy,"BarBuddy provides a cloud based, portable platform for bar and restaurant managers. It automates many of their day to day tasks in the fields of cash-handling, stock management, staff management and strategic reporting.","Cloud Computing, Hospitality, Restaurants, Software",http://barbuddy.pro,"London, England, United Kingdom",Cloud-based bar and restaurant managemen,"1,990,508",,,,,,,,,,,,,,Closed,2012-09-01,day,2,1-10,"Benjamin Upton, Edward Woodcock",,,,,
ITOLOGERNA AB,https://www.crunchbase.com/organization/itologerna-ab,,"Cloud Computing, Information Technology",https://itologerna.se/,"Bromma, Sodermanlands Lan, Sweden",ITOLOGERNA AB is an Information technology that specializes in cloud solutions.,"1,996,912",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2010-12-17,day,,1-10,,,,,,
Deytek,https://www.crunchbase.com/organization/deytek,,"Cloud Computing, Computer, Software",http://deytek.com.tr,"Izmir, Izmir, Turkey",Deytek is an IT company that develops customized software and cloud computing solutions.,"2,003,098",,,,,,,,,,,,,,Active,2012-01-01,day,,11-50,,,,,,
AZUBA Collaboration Services,https://www.crunchbase.com/organization/azuba-collaboration-services,"AZUBA Collaboration Services provides companies with storage systems, backup, cybersecurity services, servers, and communications.","Cloud Computing, Cyber Security, Information Technology",https://azuba.es,"Majadahonda, Madrid, Spain",AZUBA Collaboration Services is a cybersecurity company.,"2,006,330",,,,,,,,,,,,,European Union (EU),Active,2012-09-21,day,,1-10,,,,,,
Nephorider,https://www.crunchbase.com/organization/nephorider,"Nephorider is an infrastructure visualization tool, designed to be both simple and efficient. Enter your credentials to your cloud provider and all your machines in the cloud will appear,  in a comprehensible diagram.  On the hardware view , detailed characteristics of each item can be displayed (regions, cost, IP address, tags), and simple actions can be done  (start, stop , delete non connected volume, open SSH terminal) .  On a VPC view, your network organization will appear clearly.  Nephorider allows you to manipulate your infrastructure to better understand it with the tagging function and the filtering function , very useful for cost allocation for instance. Nephorider was designed to provide clarity to a complete team in regards to the potential problems of cloud infrastructure, mainly cost and security matters Nephorider is currently in beta as a web app and works with Amazon AWS , Outscale , and soon GCE. It is also available as a MacOS X application","Cloud Computing, Data Visualization, Infrastructure, Software",http://www.nephorider.com,"Paris, Ile-de-France, France","Nephorider is an infrastructure visualization tool, designed to be both simple and efficient.","2,010,393",,,,,,,,,,,,,European Union (EU),Closed,2013-04-04,day,,1-10,,,,,,
iomartcloud,https://www.crunchbase.com/organization/iomartcloud,"iomartcloud provides a range of business critical hosted cloud services such as email, backup, storage and web security to the IT market. 100% channel focused, we deliver products globally through an extensive network of fully supported partners, providing them a gateway to this exciting market opportunity with great technology, high margins and recurring revenues. We're continually striving to innovate and improve on our cloud services to ensure that our partners can offer their customers Cloud solutions that are at the leading edge of the market.","Cloud Computing, Cloud Storage, Email",http://iomartcloud.com,"Glasgow, Glasgow City, United Kingdom","iomartcloud provides a range of business-critical cloud-based services such as email, backup, storage, and web security to the IT market.","2,009,929",,,,,,,,,,,,,,Active,2011-01-01,year,,251-500,,,,,,
MissionV,https://www.crunchbase.com/organization/missionv,"MissionV is headquartered in Ireland and is a cloud based service for game-based learning providing trainers, teachers and students with the tools to design, build and share their own  interactive learning content. MissionV makes it easier and more effective to use next generation learning content.","Charter Schools, Cloud Computing, Training",http://www.missionv.ie,"Limerick, Limerick, Ireland",A platform for simulation training,"2,018,206",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,1-10,,,,,,
Solventa Information Technologies,https://www.crunchbase.com/organization/solventa-information-technologies,,"Business Development, Cloud Computing, Information Technology, Outsourcing",https://www.solventait.com,"Barcelona, Catalonia, Spain","Solventa Information Technologies provides cloud computing, outsourcing, remote work, business development, and managed IT services.","2,020,750",,,,,,,,,,,,,European Union (EU),Active,2011-02-10,day,,1-10,,,,,,
ITCantabria,https://www.crunchbase.com/organization/itcantabria,,"Cloud Computing, Digital Marketing, Virtualization, Web Design",http://itcantabria.com,"Pelayos De La Presa, Madrid, Spain","ITCantabria offers web design, online marketing, web apps, cloud computing, infrastructure, networks, hosting, virtualization services.","2,022,387",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,1-10,,,,,,
Ferrer Mora i Vila,https://www.crunchbase.com/organization/ferrer-mora-i-vila,,"Cloud Computing, Consulting, Information Technology",https://www.fmv.cat,"Castellbell, Catalonia, Spain","Ferrer Mora i Vila provides infrastructure, cloud computing, consultation, smart security, and IT solutions for various economic sectors.","2,028,521",,,,,,,,,,,,,European Union (EU),Active,2012-07-19,day,,1-10,,,,,,
ServerStage,https://www.crunchbase.com/organization/serverstage,,"Cloud Computing, IT Management, Software",http://www.serverstage.net,"Seeheim-jugenheim, Hessen, Germany","ServerStage is centered on IT services such as cloud solutions, domain, SSL certificates, performance hosting, deployment & cloud systems.","2,030,792",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,day,,11-50,,,,,,
